transaction_id,account_id,amount,transaction_type,date
78,110,933.81,payment,2026-01-30 09:36:26.080996
79,163,-885.61,withdrawal,2026-03-05 09:36:26.081009
80,192,1267.8,transfer,2025-11-05 09:36:26.081021
81,125,396.55,payment,2025-11-22 09:36:26.081034
82,152,1935.79,payment,2025-10-25 09:36:26.081046
83,181,1769.96,withdrawal,2025-07-17 09:36:26.081060
84,232,-1105.71,withdrawal,2025-08-02 09:36:26.081072
85,127,168.16,transfer,2026-05-07 09:36:26.081085
86,216,-1707.87,withdrawal,2026-05-03 09:36:26.081098
87,40,-591.57,transfer,2025-06-06 09:36:26.081111
88,17,-1567.73,payment,2026-01-11 09:36:26.081124
89,204,1976.97,payment,2025-12-24 09:36:26.081137
90,33,-212.38,payment,2025-06-13 09:36:26.081149
91,115,1177.33,payment,2026-01-24 09:36:26.081164
92,191,-1693.58,withdrawal,2025-09-23 09:36:26.081177
93,290,-128.46,withdrawal,2025-12-11 09:36:26.081190
94,175,666.09,transfer,2025-09-20 09:36:26.081203
95,192,1341.25,transfer,2025-09-28 09:36:26.081216
96,284,453.15,withdrawal,2026-04-08 09:36:26.081229
97,191,1989.0,withdrawal,2025-12-05 09:36:26.081242
98,46,-626.53,transfer,2026-05-20 09:36:26.081255
99,155,194.79,transfer,2025-12-14 09:36:26.081268
100,191,1033.05,payment,2026-02-07 09:36:26.081280
101,83,-1891.58,transfer,2025-12-10 09:36:26.081293
102,166,-881.49,transfer,2026-02-07 09:36:26.081306
103,279,-199.9,withdrawal,2025-05-25 09:36:26.081318
104,190,-25.77,withdrawal,2026-02-20 09:36:26.081331
105,229,-471.81,payment,2025-07-19 09:36:26.081344
106,279,52.89,transfer,2026-02-19 09:36:26.081357
107,225,43.19,transfer,2026-05-07 09:36:26.081370
108,99,-996.85,payment,2026-05-06 09:36:26.081383
109,261,-428.13,payment,2025-06-21 09:36:26.081396
110,263,-481.83,transfer,2025-07-13 09:36:26.081409
111,183,1202.1,withdrawal,2025-10-12 09:36:26.081423
112,144,-1233.18,payment,2025-12-26 09:36:26.081435
113,168,550.77,transfer,2025-11-29 09:36:26.081448
114,162,-258.64,payment,2025-09-04 09:36:26.081461
115,206,-1521.9,transfer,2025-07-26 09:36:26.081474
116,154,452.5,withdrawal,2025-10-15 09:36:26.081487
117,103,1297.7,payment,2026-04-24 09:36:26.081500
118,16,-1170.5,transfer,2026-01-02 09:36:26.081512
119,158,1770.43,withdrawal,2025-12-16 09:36:26.081524
120,222,-1412.07,transfer,2025-10-16 09:36:26.081537
121,185,294.59,transfer,2025-10-03 09:36:26.081550
122,111,919.42,payment,2025-11-11 09:36:26.081562
123,257,1365.85,withdrawal,2026-03-09 09:36:26.081575
124,57,1958.88,withdrawal,2025-11-03 09:36:26.081588
125,150,1856.65,withdrawal,2025-06-09 09:36:26.081600
126,281,-102.67,payment,2025-11-17 09:36:26.081613
127,19,-317.01,transfer,2025-08-05 09:36:26.081626
128,226,-1370.06,payment,2025-05-29 09:36:26.081639
129,63,1142.4,transfer,2025-06-22 09:36:26.081651
130,50,192.88,withdrawal,2026-04-24 09:36:26.081664
131,72,-39.74,withdrawal,2025-08-23 09:36:26.081677
132,198,1139.27,transfer,2025-12-15 09:36:26.081690
133,266,-202.51,withdrawal,2025-12-19 09:36:26.081703
134,218,428.74,withdrawal,2025-10-18 09:36:26.081715
135,162,1162.72,transfer,2026-05-16 09:36:26.081728
136,140,1997.02,transfer,2026-03-11 09:36:26.081741
137,106,597.36,withdrawal,2025-08-19 09:36:26.081754
138,107,1587.19,withdrawal,2025-07-28 09:36:26.081766
139,70,-1346.64,transfer,2025-08-09 09:36:26.081779
140,238,276.9,withdrawal,2025-07-07 09:36:26.081792
141,166,-1979.26,transfer,2025-10-13 09:36:26.081804
142,80,-1979.48,withdrawal,2025-07-30 09:36:26.081817
143,32,1829.06,transfer,2025-09-23 09:36:26.081831
144,206,-149.24,payment,2026-05-10 09:36:26.081844
145,139,-453.32,payment,2025-11-19 09:36:26.081856
146,66,-671.07,payment,2026-05-20 09:36:26.081869
147,132,1767.19,transfer,2026-05-22 09:36:26.081882
148,61,1086.04,transfer,2025-09-26 09:36:26.081895
149,286,-518.6,withdrawal,2026-04-06 09:36:26.081908
150,88,1831.6,payment,2026-02-25 09:36:26.081921
151,284,1954.62,transfer,2025-09-04 09:36:26.081933
152,197,-1464.8,withdrawal,2026-05-06 09:36:26.081947
153,29,1084.05,withdrawal,2025-05-26 09:36:26.081960
154,145,-1772.22,payment,2025-10-15 09:36:26.081973
155,139,468.68,transfer,2026-03-15 09:36:26.081986
156,138,385.67,payment,2026-03-17 09:36:26.081999
157,293,1102.12,transfer,2025-11-05 09:36:26.082011
158,163,-1744.19,withdrawal,2026-05-09 09:36:26.082024
159,191,-635.16,transfer,2026-05-19 09:36:26.082037
160,190,1637.03,transfer,2025-07-02 09:36:26.082050
161,85,-1290.05,transfer,2025-07-03 09:36:26.082063
162,264,-301.99,transfer,2025-10-03 09:36:26.082076
163,263,441.86,transfer,2025-05-30 09:36:26.082088
164,71,-1379.57,transfer,2026-02-04 09:36:26.082101
165,271,-439.17,transfer,2025-08-24 09:36:26.082115
166,210,1528.38,withdrawal,2025-08-18 09:36:26.082127
167,72,1444.29,payment,2025-12-22 09:36:26.082140
168,29,698.12,transfer,2025-05-24 09:36:26.082152
169,235,956.23,withdrawal,2026-01-19 09:36:26.082165
170,20,-1178.95,withdrawal,2026-01-17 09:36:26.082178
171,111,585.61,payment,2025-07-31 09:36:26.082191
172,107,-409.71,transfer,2025-09-11 09:36:26.082205
173,89,1628.86,payment,2025-07-18 09:36:26.082218
174,83,-766.65,transfer,2026-01-25 09:36:26.082230
175,241,-285.6,payment,2026-03-30 09:36:26.082243
176,110,1304.66,payment,2025-12-26 09:36:26.082255
177,220,784.39,payment,2026-01-05 09:36:26.082268
178,112,-703.47,payment,2025-09-12 09:36:26.082281
179,215,1514.83,payment,2026-04-14 09:36:26.082293
180,256,1448.19,transfer,2025-12-16 09:36:26.082306
181,18,772.64,transfer,2025-11-28 09:36:26.082318
182,38,393.78,transfer,2025-08-27 09:36:26.082331
183,167,-1218.76,withdrawal,2026-01-12 09:36:26.082344
184,286,-863.98,payment,2025-12-13 09:36:26.082357
185,195,198.1,transfer,2025-09-10 09:36:26.082369
186,124,-1463.27,withdrawal,2025-07-21 09:36:26.082382
187,199,712.41,payment,2025-09-28 09:36:26.082395
188,274,901.43,transfer,2026-05-17 09:36:26.082408
189,95,1479.39,transfer,2025-09-29 09:36:26.082421
190,234,-335.48,withdrawal,2025-10-14 09:36:26.082433
191,4,-1106.89,transfer,2025-09-22 09:36:26.082446
192,154,506.08,payment,2025-08-21 09:36:26.082458
193,179,1284.09,withdrawal,2026-01-03 09:36:26.082471
194,295,625.88,transfer,2026-04-10 09:36:26.082484
195,78,-1387.91,withdrawal,2025-09-22 09:36:26.082497
196,257,-1879.79,payment,2025-11-09 09:36:26.082511
197,246,191.49,withdrawal,2026-04-26 09:36:26.082524
198,69,223.49,payment,2026-03-28 09:36:26.082536
199,46,1195.84,payment,2026-03-12 09:36:26.082549
200,87,667.11,withdrawal,2025-06-23 09:36:26.082562
201,283,1418.08,transfer,2025-06-04 09:36:26.082576
202,158,233.83,transfer,2026-05-01 09:36:26.082589
203,231,892.77,transfer,2025-12-02 09:36:26.082606
204,174,1571.13,transfer,2026-01-28 09:36:26.082619
205,108,782.62,payment,2026-02-22 09:36:26.082633
206,31,-458.22,withdrawal,2026-03-24 09:36:26.082645
207,206,-882.06,payment,2025-10-19 09:36:26.082658
208,7,-1468.4,transfer,2025-10-22 09:36:26.082671
209,173,-1057.87,transfer,2025-08-26 09:36:26.082683
210,25,-556.88,transfer,2025-12-31 09:36:26.082696
211,270,-1270.39,withdrawal,2025-06-05 09:36:26.082708
212,103,1481.06,withdrawal,2026-04-20 09:36:26.082720
213,213,1377.6,withdrawal,2026-03-06 09:36:26.082733
214,274,-396.41,transfer,2025-11-30 09:36:26.082746
215,97,-200.17,transfer,2025-09-14 09:36:26.082758
216,9,-319.3,transfer,2026-02-17 09:36:26.082771
217,140,-199.72,transfer,2025-09-11 09:36:26.082784
218,34,1594.38,withdrawal,2026-03-16 09:36:26.082797
219,71,-249.15,withdrawal,2025-11-16 09:36:26.082810
220,133,1669.21,payment,2026-04-16 09:36:26.082823
221,248,-1716.7,transfer,2026-02-23 09:36:26.082835
222,279,-485.89,transfer,2025-06-30 09:36:26.082849
223,226,1082.29,withdrawal,2026-03-11 09:36:26.082862
224,105,626.48,withdrawal,2025-07-03 09:36:26.082874
225,217,976.35,payment,2025-09-18 09:36:26.082887
226,278,446.59,withdrawal,2025-08-20 09:36:26.082900
227,24,-332.46,withdrawal,2025-06-03 09:36:26.082913
228,182,158.86,payment,2026-01-25 09:36:26.082925
229,223,-1898.24,payment,2026-02-09 09:36:26.082937
230,202,-1042.23,withdrawal,2026-04-03 09:36:26.082950
231,203,-1771.75,transfer,2025-06-24 09:36:26.082963
232,173,-1488.19,withdrawal,2025-06-30 09:36:26.082977
233,10,-1012.97,transfer,2026-03-11 09:36:26.082989
234,300,-1493.56,withdrawal,2026-01-07 09:36:26.083001
235,149,521.3,transfer,2026-03-13 09:36:26.083014
236,245,-27.66,withdrawal,2025-06-26 09:36:26.083027
237,149,1085.7,payment,2025-05-26 09:36:26.083040
238,116,-386.33,payment,2025-11-17 09:36:26.083052
239,63,1111.92,withdrawal,2026-01-27 09:36:26.083065
240,267,-779.72,transfer,2025-08-12 09:36:26.083077
241,260,-446.11,transfer,2026-02-22 09:36:26.083090
242,230,441.61,transfer,2025-10-19 09:36:26.083103
243,163,1255.63,payment,2025-09-21 09:36:26.083115
244,91,1422.59,withdrawal,2025-08-03 09:36:26.083128
245,150,-422.65,payment,2026-01-27 09:36:26.083141
246,126,-828.66,payment,2025-08-27 09:36:26.083154
247,101,1504.17,transfer,2025-09-15 09:36:26.083167
248,239,-134.36,withdrawal,2025-05-25 09:36:26.083180
249,53,695.41,withdrawal,2025-07-29 09:36:26.083193
250,238,-1396.94,transfer,2025-08-25 09:36:26.083205
251,175,-1805.33,withdrawal,2026-05-14 09:36:26.083218
252,117,515.41,transfer,2026-04-19 09:36:26.083231
253,5,-1274.4,withdrawal,2025-10-21 09:36:26.083244
254,217,-136.16,payment,2025-07-12 09:36:26.083257
255,296,1417.57,payment,2025-07-12 09:36:26.083271
256,293,1812.58,withdrawal,2026-03-26 09:36:26.083284
257,187,1438.7,payment,2026-02-02 09:36:26.083297
258,73,1197.97,payment,2025-12-26 09:36:26.083310
259,126,-411.3,transfer,2025-08-20 09:36:26.083322
260,218,23.7,transfer,2025-06-16 09:36:26.083335
261,201,982.79,withdrawal,2025-11-01 09:36:26.083348
262,96,-727.8,transfer,2025-08-11 09:36:26.083360
263,67,-535.35,payment,2026-01-12 09:36:26.083373
264,202,1203.1,transfer,2026-01-31 09:36:26.083386
265,132,252.53,payment,2026-03-01 09:36:26.083399
266,284,-1936.75,payment,2025-07-30 09:36:26.083411
267,125,1841.35,withdrawal,2025-08-28 09:36:26.083424
268,97,-1668.76,transfer,2025-06-03 09:36:26.083437
269,259,-1228.38,payment,2025-06-07 09:36:26.083450
270,20,1813.47,payment,2026-04-08 09:36:26.083463
271,282,-1666.21,payment,2025-12-09 09:36:26.083475
272,265,-310.02,transfer,2025-05-27 09:36:26.083488
273,280,-1925.0,transfer,2026-03-26 09:36:26.083501
274,214,-913.38,payment,2026-04-10 09:36:26.083514
275,19,1243.41,payment,2026-01-18 09:36:26.083527
276,163,275.93,transfer,2026-01-01 09:36:26.083540
277,211,1788.85,payment,2025-07-01 09:36:26.083553
278,225,-1345.86,transfer,2025-06-23 09:36:26.083565
279,36,-1250.4,withdrawal,2025-07-17 09:36:26.083579
280,207,896.91,withdrawal,2026-01-16 09:36:26.083591
281,274,-314.43,payment,2025-09-23 09:36:26.083604
282,165,-1767.32,transfer,2026-01-08 09:36:26.083618
283,123,-1081.35,transfer,2026-01-17 09:36:26.083631
284,105,-935.04,payment,2025-09-20 09:36:26.083644
285,226,314.27,transfer,2025-08-03 09:36:26.083656
286,284,-1162.47,payment,2026-04-20 09:36:26.083669
287,165,807.69,payment,2025-07-01 09:36:26.083682
288,21,-1762.85,transfer,2026-05-04 09:36:26.083695
289,81,-91.39,payment,2025-10-30 09:36:26.083708
290,263,662.33,transfer,2026-04-23 09:36:26.083720
291,96,259.45,withdrawal,2025-10-20 09:36:26.083733
292,82,-1876.34,payment,2026-01-10 09:36:26.083746
293,216,1816.1,payment,2025-11-25 09:36:26.083759
294,178,121.26,withdrawal,2025-05-26 09:36:26.083771
295,178,-168.9,transfer,2026-01-10 09:36:26.083785
296,221,779.12,transfer,2025-10-06 09:36:26.083798
297,198,-576.75,payment,2026-02-09 09:36:26.083810
298,33,-1526.56,transfer,2025-11-10 09:36:26.083823
299,166,9.77,transfer,2025-12-30 09:36:26.083835
300,212,292.24,transfer,2025-12-24 09:36:26.083847
301,251,33.57,withdrawal,2026-04-03 09:36:26.083860
302,240,428.64,transfer,2025-06-21 09:36:26.083873
303,46,943.77,transfer,2025-11-27 09:36:26.083886
304,114,310.18,withdrawal,2025-10-17 09:36:26.083898
305,199,-1372.42,payment,2026-01-24 09:36:26.083911
306,119,-1179.83,payment,2025-08-31 09:36:26.083923
307,255,-171.24,withdrawal,2025-06-06 09:36:26.083936
308,297,-135.46,payment,2025-07-05 09:36:26.083948
309,120,-1831.47,transfer,2025-06-22 09:36:26.083961
310,145,1191.81,payment,2025-05-30 09:36:26.083975
311,109,94.63,transfer,2025-11-27 09:36:26.083988
312,218,-462.02,transfer,2025-11-13 09:36:26.084001
313,189,1146.46,transfer,2026-02-08 09:36:26.084014
314,83,-944.71,payment,2025-06-30 09:36:26.084026
315,119,-666.49,payment,2025-11-04 09:36:26.084039
316,83,18.36,transfer,2025-06-05 09:36:26.084052
317,60,37.95,withdrawal,2026-02-15 09:36:26.084065
318,209,-785.76,payment,2026-04-01 09:36:26.084078
319,149,1558.7,transfer,2025-11-02 09:36:26.084090
320,171,1921.61,withdrawal,2025-11-09 09:36:26.084103
321,281,694.75,withdrawal,2026-02-25 09:36:26.084116
322,192,-1895.32,transfer,2025-10-21 09:36:26.084129
323,45,1835.81,payment,2025-05-26 09:36:26.084141
324,51,-509.83,withdrawal,2026-02-27 09:36:26.084154
325,121,-882.58,withdrawal,2026-01-21 09:36:26.084167
326,213,-1192.13,transfer,2025-09-05 09:36:26.084180
327,21,1851.42,withdrawal,2026-04-30 09:36:26.084193
328,221,-885.24,withdrawal,2026-01-01 09:36:26.084206
329,150,-1336.5,withdrawal,2025-12-16 09:36:26.084219
330,98,-1594.47,transfer,2026-03-18 09:36:26.084232
331,132,1871.56,payment,2025-07-07 09:36:26.084244
332,270,749.69,withdrawal,2025-09-11 09:36:26.084258
333,278,301.75,transfer,2026-04-05 09:36:26.084271
334,143,1989.81,withdrawal,2025-06-28 09:36:26.084285
335,9,-1924.16,payment,2025-10-10 09:36:26.084298
336,46,1538.69,withdrawal,2026-01-24 09:36:26.084311
337,207,-1071.56,withdrawal,2026-05-16 09:36:26.084325
338,154,811.46,withdrawal,2025-07-21 09:36:26.084560
339,181,-584.75,withdrawal,2025-11-28 09:36:26.084673
340,38,-33.25,payment,2026-03-13 09:36:26.084711
341,36,1302.25,payment,2025-12-12 09:36:26.084734
342,24,670.22,withdrawal,2025-10-19 09:36:26.084753
343,221,-1719.04,transfer,2025-11-25 09:36:26.084768
344,197,1532.84,withdrawal,2025-10-16 09:36:26.084782
345,162,1703.56,payment,2026-05-05 09:36:26.084796
346,158,606.51,payment,2025-09-23 09:36:26.084810
347,36,524.43,payment,2026-01-24 09:36:26.084826
348,267,-0.33,transfer,2025-06-16 09:36:26.084839
349,42,-236.44,payment,2025-12-28 09:36:26.084853
350,71,-1072.05,transfer,2026-01-04 09:36:26.084867
351,166,753.84,transfer,2026-01-21 09:36:26.084887
352,118,-624.13,withdrawal,2025-12-26 09:36:26.084907
353,279,905.5,withdrawal,2025-07-31 09:36:26.084927
354,110,-1438.75,payment,2025-07-14 09:36:26.084947
355,104,1982.27,payment,2025-12-24 09:36:26.084965
356,141,-378.17,withdrawal,2026-05-16 09:36:26.084983
357,274,-1267.08,payment,2025-07-30 09:36:26.085001
358,260,1475.09,withdrawal,2026-02-28 09:36:26.085020
359,110,-1669.38,payment,2026-05-21 09:36:26.085052
360,278,1878.61,payment,2025-10-28 09:36:26.085072
361,137,-19.4,transfer,2026-02-26 09:36:26.085094
362,122,-1559.47,payment,2025-06-24 09:36:26.085113
363,274,1831.82,payment,2026-01-25 09:36:26.085134
364,21,6.95,payment,2026-03-16 09:36:26.085155
365,77,469.75,withdrawal,2025-09-10 09:36:26.085174
366,262,-1003.65,transfer,2025-09-06 09:36:26.085192
367,172,162.38,transfer,2025-07-08 09:36:26.085207
368,23,712.82,withdrawal,2025-07-16 09:36:26.085221
369,243,-538.75,payment,2025-10-27 09:36:26.085235
370,284,895.8,transfer,2025-08-12 09:36:26.085313
371,212,-1509.33,payment,2025-05-27 09:36:26.085360
372,159,-1935.56,transfer,2025-12-16 09:36:26.085382
373,3,-762.98,withdrawal,2025-10-19 09:36:26.085398
374,157,-1295.53,transfer,2025-07-21 09:36:26.085415
375,184,745.68,withdrawal,2025-06-16 09:36:26.085429
376,290,236.97,payment,2026-03-19 09:36:26.085442
377,176,-1348.69,transfer,2026-03-15 09:36:26.085455
378,252,-857.29,withdrawal,2026-03-19 09:36:26.085468
379,138,-322.43,payment,2025-10-26 09:36:26.085480
380,299,251.42,payment,2025-07-08 09:36:26.085492
381,156,-1339.25,withdrawal,2026-01-22 09:36:26.085505
382,158,-1334.11,withdrawal,2025-06-14 09:36:26.085517
383,24,-438.58,payment,2025-09-05 09:36:26.085530
384,139,-1470.78,payment,2026-02-05 09:36:26.085543
385,253,-1353.82,payment,2025-11-23 09:36:26.085556
386,282,1403.49,payment,2025-11-07 09:36:26.085568
387,49,-787.25,withdrawal,2025-08-15 09:36:26.085581
388,69,-1526.11,transfer,2025-06-16 09:36:26.085594
389,34,1710.11,payment,2026-01-03 09:36:26.085606
390,246,666.14,transfer,2025-12-11 09:36:26.085619
391,155,-1889.15,withdrawal,2026-04-12 09:36:26.085631
392,35,1929.87,transfer,2025-06-03 09:36:26.085644
393,114,-763.23,transfer,2026-03-23 09:36:26.085657
394,114,-957.64,transfer,2025-09-10 09:36:26.085669
395,280,-1926.8,payment,2025-08-28 09:36:26.085682
396,63,-1246.2,payment,2026-03-28 09:36:26.085694
397,114,1671.97,transfer,2025-11-23 09:36:26.085707
398,37,-1499.3,payment,2026-01-13 09:36:26.085719
399,51,-1203.39,transfer,2025-05-28 09:36:26.085732
400,281,414.48,withdrawal,2025-12-05 09:36:26.085746
401,251,1794.15,transfer,2025-06-16 09:36:26.085759
402,235,630.53,withdrawal,2025-10-29 09:36:26.085772
403,132,732.03,payment,2026-05-16 09:36:26.085785
404,249,-903.52,payment,2025-12-03 09:36:26.085797
405,235,259.75,transfer,2026-05-18 09:36:26.085811
406,59,-1464.38,transfer,2025-06-13 09:36:26.085823
407,83,1008.19,payment,2025-10-07 09:36:26.085835
408,50,-1401.44,withdrawal,2026-04-20 09:36:26.085848
409,77,432.68,payment,2025-11-15 09:36:26.085861
410,40,-1281.54,transfer,2026-05-22 09:36:26.085874
411,269,967.34,withdrawal,2025-08-06 09:36:26.085887
412,134,530.07,transfer,2026-04-07 09:36:26.085901
413,268,501.43,transfer,2026-05-05 09:36:26.085914
414,20,1763.3,payment,2025-10-20 09:36:26.085927
415,66,194.56,payment,2025-06-16 09:36:26.085940
416,102,580.02,withdrawal,2026-03-24 09:36:26.085954
417,124,1794.03,withdrawal,2026-03-04 09:36:26.085966
418,237,-1443.21,payment,2026-04-12 09:36:26.086087
419,112,1433.41,payment,2025-11-03 09:36:26.086222
420,129,1335.77,transfer,2025-08-27 09:36:26.086280
421,186,-9.52,withdrawal,2026-03-03 09:36:26.086302
422,261,329.24,payment,2025-12-12 09:36:26.086320
423,24,1575.05,payment,2026-04-18 09:36:26.086335
424,227,1494.73,withdrawal,2026-01-21 09:36:26.086349
425,120,488.8,withdrawal,2025-11-21 09:36:26.086411
426,156,1394.78,payment,2025-09-14 09:36:26.086449
427,262,820.4,withdrawal,2025-06-10 09:36:26.086468
428,237,1952.07,withdrawal,2025-07-01 09:36:26.086485
429,18,-132.65,transfer,2026-01-29 09:36:26.086500
430,191,1253.22,transfer,2026-01-02 09:36:26.086514
431,220,1403.92,withdrawal,2026-03-21 09:36:26.086527
432,11,-1194.11,transfer,2026-02-05 09:36:26.086540
433,21,1221.83,withdrawal,2026-03-30 09:36:26.086553
434,138,-1435.08,payment,2026-03-07 09:36:26.086566
435,241,1884.23,transfer,2025-09-18 09:36:26.086579
436,52,-1841.16,withdrawal,2026-02-06 09:36:26.086592
437,149,-1565.22,payment,2025-12-07 09:36:26.086606
438,270,-641.04,withdrawal,2026-05-19 09:36:26.086619
439,235,-613.1,payment,2026-04-23 09:36:26.086631
440,297,-101.79,payment,2026-02-13 09:36:26.086644
441,254,-312.45,transfer,2026-05-15 09:36:26.086657
442,187,-1175.86,transfer,2026-01-30 09:36:26.086670
443,42,1406.37,transfer,2025-10-11 09:36:26.086682
444,38,-263.21,payment,2025-07-24 09:36:26.086696
445,42,-301.81,transfer,2025-08-16 09:36:26.086708
446,40,-656.49,payment,2025-10-21 09:36:26.086721
447,176,-1490.29,payment,2025-09-19 09:36:26.086735
448,159,1784.83,transfer,2025-12-12 09:36:26.086748
449,207,844.86,withdrawal,2026-05-17 09:36:26.086761
450,218,-567.15,transfer,2025-11-28 09:36:26.086774
451,87,782.21,withdrawal,2025-06-10 09:36:26.086787
452,247,184.29,transfer,2025-11-19 09:36:26.086800
453,156,888.62,payment,2026-04-04 09:36:26.086813
454,75,-161.48,transfer,2025-12-29 09:36:26.086826
455,299,1590.41,transfer,2025-12-21 09:36:26.086838
456,65,-280.02,transfer,2025-08-01 09:36:26.086852
457,90,-1007.02,withdrawal,2026-03-22 09:36:26.086865
458,55,1382.27,transfer,2026-04-03 09:36:26.086879
459,251,71.02,payment,2026-04-14 09:36:26.086891
460,120,-232.4,transfer,2026-01-01 09:36:26.086904
461,69,-126.79,transfer,2025-05-23 09:36:26.086917
462,23,987.44,payment,2025-09-08 09:36:26.086930
463,70,-40.07,payment,2026-03-13 09:36:26.086943
464,132,-390.14,payment,2025-12-07 09:36:26.086956
465,175,1697.07,transfer,2026-04-02 09:36:26.086969
466,186,1128.88,transfer,2025-12-01 09:36:26.086982
467,206,1959.56,transfer,2025-06-03 09:36:26.086994
468,66,-1391.8,transfer,2026-01-22 09:36:26.087007
469,174,-1332.99,transfer,2026-04-09 09:36:26.087020
470,188,-602.72,payment,2025-08-23 09:36:26.087032
471,175,-1894.35,withdrawal,2025-10-29 09:36:26.087045
472,166,662.29,withdrawal,2025-09-23 09:36:26.087058
473,76,1395.83,payment,2025-09-01 09:36:26.087070
474,44,1467.68,payment,2025-12-16 09:36:26.087083
475,73,-1563.24,withdrawal,2026-03-25 09:36:26.087096
476,66,120.31,payment,2025-09-04 09:36:26.087109
